"","sim1","sim2","sim3","sim4","sim5","sim6","sim7","sim8","sim9","sim10"
"1",7.29570554918277,7.30963978093434,7.29661103737509,7.27459961519994,7.3102628751113,7.29137912146564,7.26060246656641,7.30886019817556,7.32964698690088,7.30782876724113
"2",6.3666731596523,6.42774969668631,6.49041931593827,6.34362439926977,6.3282368516494,6.5507868048448,6.29573331756624,6.34897243584459,6.33686821561549,6.4696254027061
"3",7.01214117559011,7.10145549558503,7.09809229176677,7.06953986765069,7.12411009088841,7.08866723135049,7.10051711745337,7.0754322674898,7.11160601443119,7.01626339852373
"4",7.38912873855433,7.42356888799268,7.47300472876548,7.41628835334386,7.42296642289166,7.43572660472952,7.43388617274655,7.40736975210899,7.39797698138791,7.40923257035984
"5",7.54636699683152,7.55652770353849,7.65728927075179,7.64206639615718,7.63621949252863,7.59274941791538,7.56579885334176,7.62950656846915,7.64239911524255,7.55561604940888
"6",8.38891210152301,8.49739221072423,8.50661557492855,8.49032542541658,8.45805588341627,8.49547631342503,8.49819048822909,8.4638843115625,8.4602190633071,8.40907408299854
"7",7.96041190945979,8.08005208648325,8.1725752641481,8.08194692190103,8.05690447401734,8.090329905647,8.02954586041443,8.20364210583212,7.96367432780761,8.11519369655303
"8",7.20446130363446,7.20820629374601,7.22176574151567,7.20931307568254,7.22268481526552,7.21453571046642,7.18500517074048,7.24182104616802,7.04068522740783,7.23748426956404
"9",6.38979031413148,6.41420995800582,6.41320851093234,6.37303173859488,6.44362814559692,6.43582945016648,6.34892376870966,6.39674389322797,6.42800994251632,6.39871582902661
"10",6.96001214761261,6.9666490424593,6.95655479787039,6.86483823945498,6.97280497266036,6.98799083348919,6.93093804169899,6.90717642948963,7.0004986354044,6.83042962018108
"11",7.22398599746649,7.19759756378983,7.20235957366236,7.1139256531565,7.17585818503794,7.2102838934215,7.23755695474674,7.17983271515716,7.20037933089662,7.19493194349955
"12",7.30474656189562,7.31538981363371,7.2923254714668,7.2724954492888,7.27341243470874,7.30695251871847,7.33364732188164,7.24849103292093,7.32025257646116,7.28900868712018
"13",7.3844171619953,7.33986603131653,7.32614488836334,7.33959153963405,7.31967716444781,7.36101193589345,7.38273036447059,7.30694495372613,7.36129589026782,7.33685752918109
"14",7.40518455289833,7.35770341661531,7.35785581373793,7.36553377707493,7.36694663731756,7.38726957298196,7.37003218583838,7.35697500966081,7.38793937894939,7.36095223863938
"15",7.37223741123844,7.36096703200026,7.39034887931765,7.38386622908185,7.36660433424122,7.37000634263365,7.38954863368676,7.37079184680279,7.38010248488356,7.37142720661487
"16",7.37393954488063,7.36760812176004,7.38416459625314,7.36301617678904,7.31703040495164,7.36675629982399,7.37136926156405,7.36599519104907,7.39132053878367,7.37079857965606
"17",7.34180070218532,7.34146153338177,7.32509540799775,7.357216354996,7.3146035317195,7.34215379904959,7.34791444289462,7.36031977682396,7.35522738303418,7.32857707802512
"18",7.27221387575544,7.27869794103949,7.27566574112898,7.27614466333828,7.2706040790267,7.30780495438043,7.31215131914697,7.31092090169162,7.33282240566684,7.28748086148897
"19",7.226734578776,7.23964445588795,7.24607203274929,7.21489821832395,7.23947915998681,7.24776063823415,7.26672570279467,7.25666249541461,7.25935704333311,7.23658277226398
"20",7.17801637521342,7.20325615310425,7.18574236077505,7.19384835025558,7.2015978306598,7.19747069711564,7.18327626014041,7.23144703707412,7.21624846922945,7.18136855968019
"21",7.10930549875757,7.17416635302039,7.14152659649028,7.15231328437237,7.1808932000667,7.16492243572849,7.12744376212899,7.19496466153974,7.194694578874,7.14097339184255
"22",7.02420758659087,7.11953186614659,7.10751920477537,7.09810046755067,7.10859333775399,7.10040728437621,7.07293977853598,7.1277333639141,7.15361717700923,7.10626350383058
"23",6.98181135757261,7.00948155338598,7.06425462762949,7.05912112181602,7.02737375730533,7.00390642793791,7.05036929533363,7.11041500286215,7.10174899961268,7.01723695059466
"24",6.91599711010901,6.91926507798493,6.9629053602069,6.98589735166533,6.94085259248,6.93901735802672,6.9737038219714,7.05320347670178,7.01582019088784,6.95362533166168
"25",6.7415608203582,6.84192675759273,6.88585629116325,6.86023792279412,6.81726031922612,6.8558497560204,6.85010728134759,6.92498316295763,6.89837705626846,6.81475334193187
"26",6.66795661575507,6.73691091011171,6.71574311699506,6.7678556479772,6.68895081733948,6.75421218124838,6.73831357469585,6.80749601848364,6.73555876671311,6.75913473782063
"27",6.47404051669923,6.52999356742862,6.55279000758058,6.55832761554586,6.53817629795316,6.56878613148844,6.53079352477863,6.64477339282827,6.54511843926882,6.54343351484665
"28",6.33358818819699,6.34662516885459,6.3183980518321,6.41237364842597,6.38708080653378,6.36303453237966,6.37756353329062,6.40467772465702,6.37843147044323,6.3332207001847
"29",6.18964940613341,6.12188180997473,6.1912858206653,6.20863417536053,6.18519014024214,6.24453539914647,6.16770866248114,6.15146957819881,6.15314132584315,6.1085477938519
"30",5.98903214983792,5.91128623731161,5.91373621658586,6.03542504907037,6.0018932126363,6.00805877287049,6.02585287895744,5.95059872129014,5.90872447095626,5.94770314777681
"31",5.77448609861878,5.70633734595855,5.70138940930038,5.77780801998696,5.85151279070587,5.81553425167978,5.8832054595751,5.75145650204073,5.75213861089107,5.79484651099345
"32",5.56153746338175,5.60952545724139,5.54227518491755,5.61041671253101,5.67991756254786,5.67174219176955,5.73415032263196,5.59281827932937,5.57286114778016,5.5824131066227
"33",5.34255214303317,5.45687762029346,5.39272584209649,5.42257692179201,5.52653251089242,5.47397789285432,5.50851482593793,5.35810595249395,5.37039640624218,5.42089094861054
"34",5.16698950680311,5.20910523693428,5.22065756958922,5.12360839569588,5.30568700628511,5.23152539743367,5.26102145532678,5.12666727523282,5.13971150382086,5.16107074697029
"35",4.96599686692454,5.07096097016802,4.97109982965681,4.93733015175299,5.1377856192632,5.13415583573151,5.02260868223251,4.9510019764624,4.95580659493548,5.02472994760946
"36",4.88175958307649,4.9391048418071,4.93695523800609,4.7719076106268,4.93706054447241,4.91650329870556,4.91671876471273,4.78788068679369,4.79814808027019,4.96954029182687
