"","sim1","sim2","sim3","sim4","sim5","sim6","sim7","sim8","sim9","sim10"
"1",8.83098561842654,8.8057552707929,8.79769768061572,8.83740126544791,8.77764014409682,8.78744881080372,8.70555839601543,8.641137994015,8.85547634897823,8.79353984900271
"2",7.72943095914583,8.22116672218017,7.84465001008085,8.22817545277539,8.09850213326546,8.03785322098821,7.85406561710957,7.97572626536593,8.21132508519733,7.83094156120362
"3",7.33408186189705,7.74763125768923,7.3403673222877,7.56224733884875,7.49338578965081,7.81303636408009,7.43788663949792,7.5121453003968,7.78772014306608,7.58865676038399
"4",7.30079020136976,7.77061108781991,7.45181886005913,7.6054179982744,7.55194021151081,7.78964844345733,7.55568418258966,7.65488557802864,7.71719788364508,7.54191433960166
"5",3.48373346394872,3.20472794340745,3.50329600782349,2.94437156676847,3.26477985399852,3.96578445766299,3.82333089578565,3.79624060570763,3.81034848047319,3.45363977331696
"6",3.48885669325336,3.32634014800876,3.81931875407375,3.32564350458689,3.91521609515048,3.46596173382828,4.37730111753557,4.05497120511199,3.03280971002903,3.61679475284203
"7",3.65171844194577,3.44411983991912,3.91703051211611,3.43855316937913,3.997564794973,3.6497152745317,4.47619061789254,4.17479715855387,3.18782193461217,3.77857403494054
"8",3.63170074152961,3.42197396735056,3.91200670361955,3.4064329967869,3.99036577380363,3.62471026132484,4.48966644288015,4.17573174311116,3.20417329884689,3.80212225731663
"9",3.56416853172169,3.36891110428637,3.84103793859745,3.33344088823597,3.93065272076656,3.55157412592177,4.42881771878438,4.10432066125112,3.17242828100642,3.74827702663122
"10",3.50704133286419,3.23347764483205,3.82300456812203,3.26836080839093,3.83453127174437,3.46536492527987,4.38080829988314,3.98506634888358,3.0884131020273,3.65888565767131
"11",3.40699935798,3.05586967895915,3.72224686689511,3.06531521799948,3.59114925001381,3.40715143933437,4.28615978174286,3.78735184545348,2.93284422412854,3.54884401015462
"12",3.30127051032311,2.9232817437548,3.61935002690447,2.91300752389847,3.47890245105287,3.2964002601817,4.10222259597161,3.66837403997375,2.74873791709986,3.34638909123848
"13",3.16276260012841,2.83274560808383,3.4208322008802,2.83628076988713,3.43253217194166,3.07454767854075,3.92887129672718,3.43908189219263,2.57894347680751,3.2239606377499
"14",2.7521782720199,2.56167838885538,3.20305395491746,2.63707104614833,3.38223183054015,2.79383202432254,3.71123443929249,3.30130442475916,2.30441860502671,3.00711513321088
"15",2.46441716938801,2.35119219114066,3.08162891244061,2.52714857061944,3.24424070529474,2.51576949474726,3.45541114425316,3.09446341881247,1.95918525089265,2.72945785069592
"16",2.21895134031833,2.38052963423346,2.83143665934341,2.30671927392524,3.15946315447604,2.34971175911679,3.34143558608934,2.87404364849799,1.98110159453667,2.68276665495377
"17",2.11864615147625,2.3557989370878,2.91043305767059,2.24952761941676,3.08162826876283,2.21193710435666,3.16786299222262,2.90143942993886,1.86927611904877,2.75623317953271
"18",2.0597657619977,2.53521746690482,2.88610079260462,2.32630038925426,3.13130912736901,2.16361288058019,3.17108673719301,3.02176467852611,1.84640783421477,2.66279457640649
"19",1.98820423374555,2.48556943311081,2.75782898887561,2.20906569602198,3.09704819457934,2.07154332021537,3.18797962229992,3.05205024033438,1.91355323134438,2.72838943122597
"20",2.19169728807268,2.32854655967716,2.79925823493826,2.20036892683797,3.02426318714829,2.28780568768788,3.13813679212302,3.0830831097805,2.09355041145032,2.57479605688367
"21",2.02179029150307,2.28938698511174,2.8080154532728,2.26376708944897,3.01756922754127,1.9909548129625,3.24145193135712,2.99339081490163,2.05821488833627,2.40309351825796
"22",2.66258933612602,2.2037492008323,2.64779042303696,2.20890277720277,2.96373542740496,2.46092776406137,3.31656350810434,2.92868462297662,2.10466952823741,2.46808446186794
"23",2.4600910036808,2.29069205975629,2.53089809859282,2.00919929889346,2.91207691955421,2.34493704293953,3.17595643280705,2.92409761926033,2.00705024207419,2.2063891463098
"24",2.27986054998237,2.32687347805801,2.5642787240194,1.71839608254856,3.09801350313334,2.42690572764416,3.07601505718421,2.73264997566121,2.12331422481737,2.07853547924996
"25",2.1620050193616,2.38630784683805,2.35201820199175,1.85196485613932,3.22827274133138,2.37837194207101,3.07292256535473,2.5596355589196,2.02733043969038,2.083989048284
"26",2.17415939179572,2.23793275683707,2.07957214657333,1.94516672258925,3.09007832168464,2.59644678495639,3.20800327694603,2.79922085908356,2.28675622350523,2.00797154742627
"27",1.9864074233124,2.60927779084332,2.1816504345954,2.04133956916709,2.9896537144647,2.71492441316347,3.20822821350676,2.82005096331607,2.24805058972289,2.08128903357952
"28",2.27561475475674,2.5226840603963,2.25406652910774,2.59373957896518,3.00079617902764,2.59554396663141,3.1142553556842,2.64518793408732,2.29283769423493,1.80618971089526
"29",1.81824448105159,2.52397561024703,2.36251813271313,2.2479996287249,3.15919237924987,2.76941742815283,3.0186737442587,2.64706233173284,2.39016347584524,2.16677350500144
"30",1.99635790122155,2.19703484295922,2.19662381400191,2.34070171833476,3.12207234365444,2.6358262009797,3.33205162681851,2.80306163177512,1.98445092251274,1.94765177098429
"31",1.87711801565812,2.17137332989832,2.35043292934393,2.37008554583465,3.09832368251415,2.93545276859331,3.25851344886689,2.53918418839627,2.00828860742678,1.9553851698849
"32",1.93760165925891,2.26740657588726,1.86508508175575,2.39215205146706,3.14112669187065,2.8341100424871,3.18620616835492,2.72150972518672,2.14701891889285,2.15096372824738
"33",2.07182705328179,2.551502036465,2.28638299162744,2.33664901944204,3.17293625428065,2.79111999530867,3.04789642978662,2.68241992992725,2.21577015082664,2.17867630084828
"34",2.06141705824739,2.47393767252387,1.93455825867173,2.33338982657076,3.18312776256112,2.77031908972383,3.1059905049679,2.76493952248252,2.08033086893231,2.33122410383731
"35",2.110648104633,2.33953247487589,1.9943414805541,2.61850222447989,3.1663966003515,2.8507789308653,1.66726889068816,2.83725935230298,2.43553342813995,2.22158600123627
"36",2.40901821309587,2.40336196653919,2.06102141192639,2.47926630656657,3.23866148820967,2.70703320328183,1.78646145531765,2.83955206880148,2.76625650270157,2.38142122168554
"37",2.15668525556013,2.51430301597415,2.03590428776726,2.44080386117167,3.36412231480722,2.8672974316077,1.67668519137284,3.06484938153736,2.63347715924833,2.43635873931386
"38",2.49468454710332,2.53390379025109,1.87134430991272,2.56378053128293,3.32588071244864,2.98906709650805,1.52553293120496,3.22896201314449,2.5229265676236,2.03576984751605
"39",2.05999205133539,2.6063771010912,2.28149692579596,2.69767988462003,3.52669527682598,3.18046366600475,1.90943134101291,1.79657831619813,2.57588592410844,2.31572242530996
"40",2.62290446164857,2.54801062958844,2.06118596359266,2.64983582632713,3.52917230123831,3.02443965883219,1.61727731419114,1.87235158884452,2.24103165424964,2.24159944008222
"41",2.20527772022374,2.78954944151093,2.23325486737734,2.77746997356461,3.29140340290445,3.12393296934549,1.80789308829837,1.93250609992272,2.48237447220914,1.68030884941385
"42",2.3819852994083,2.56498918928879,1.97356280070499,2.85306452370242,3.1966271352459,1.75455373706806,1.70291123188371,1.70607701661322,2.43582319037207,1.95151835876837
"43",2.05531869053848,2.06496694514945,1.93140767533439,2.7357524246267,3.08792445746568,1.61454127657227,1.71040755913885,1.67191923526363,2.39697512590565,3.04730227695866
"44",1.86922148865852,2.47931256182677,3.05082846165864,2.40044988275977,3.1418118597867,1.36230910188081,1.60487907562998,2.19921202021846,1.75942252897925,3.23948263101959
"45",3.14734650462709,2.1321660775475,3.11681716746839,2.51081640815808,3.11847224294463,2.03248143657794,1.71489796182968,3.19279429625957,3.01336936519475,3.2662004582692
"46",3.43705106978218,2.16566560350561,3.19928295719492,2.6853705034976,2.91703677650386,1.67183412691897,1.77517609276349,3.04242002602143,3.01411148796884,2.64055183293981
"47",3.82982383120772,2.21633551076373,3.02006770097877,2.34389574768813,2.99973890911228,1.57628030729997,1.59281603388739,3.15636549224843,2.16288552115964,2.63304202801824
"48",3.59672126091021,2.62464567218308,3.51440634291848,2.20628397174982,2.31400438459502,1.35455430087124,1.9899742164079,2.7991798086204,2.54585601126577,2.86667541416161
"49",3.6064847854891,1.99245815176859,2.9171093991433,3.17195197809998,1.89462437799515,1.54521169281837,1.60020483787145,3.12771691355358,2.44401818811826,2.70975469711185
"50",3.95787117048406,2.31091392968047,4.57633043065345,2.91444957891883,2.06088806513321,1.59461980713873,2.21895937231828,3.33289505828901,4.92720676927737,2.69745451490208
"51",3.89881882277495,2.00595626347296,4.57633043065345,2.63524657923135,1.81209202086552,1.53363653021943,3.58242790264129,2.69653964649434,4.92720676927737,2.64994857801775
"52",3.80885556068178,2.54663634948204,4.57633043065345,2.73559577648797,1.89669277383019,1.253123890843,3.54775129777335,3.00341113528167,4.92720676927737,3.23590190317975
"53",4.00282822114041,2.41673379757485,4.57633043065345,2.58647860544687,1.98376631619504,1.40029174604012,3.68948031372468,2.74332932205353,4.92720676927737,3.12597248424924
"54",3.71369838200473,2.46213640530646,4.57633043065345,2.72526183839428,1.81727748177301,1.44295615557128,3.62336786521879,2.67087043931546,4.92720676927737,4.64234997350642
"55",3.71677383586196,2.50593701411128,4.57633043065345,2.76930899804197,2.77965041136107,1.32612289979625,4.3762214300137,2.62868654085846,4.92720676927737,4.64234997350642
"56",3.70994093840636,2.49059671476313,4.57633043065345,2.92391752640422,2.98903599203923,1.1409002178735,4.3762214300137,4.45475308763495,4.92720676927737,4.64234997350642
"57",3.7242428756328,2.36205066328997,4.57633043065345,2.95012281962088,2.6552696157776,2.55592302929622,4.3762214300137,4.45475308763495,4.92720676927737,4.64234997350642
"58",3.71487649801731,2.58090751778438,4.57633043065345,4.92760010702067,2.55781722275545,2.64494364999028,4.3762214300137,4.45475308763495,4.92720676927737,4.64234997350642
"59",4.77690285536206,2.56958405972441,4.57633043065345,4.92760010702067,2.65224587173141,2.55718992227876,4.3762214300137,4.45475308763495,4.92720676927737,4.64234997350642
"60",4.77690285536206,2.27900533298057,4.57633043065345,4.92760010702067,3.05221159668511,2.55396957877201,4.3762214300137,4.45475308763495,4.92720676927737,4.64234997350642
